prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_disaster_emergency_fund_codes,prime_award_outlayed_amount_funded_by_COVID-19_supplementals,prime_award_obligated_amount_funded_by_COVID-19_supplementals,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_latest_action_date,prime_award_latest_action_date_fiscal_year,prime_award_period_of_performance_start_date,prime_award_period_of_performance_current_end_date,prime_award_period_of_performance_potential_end_date,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_award_object_classes_funding_this_award,prime_award_program_activities_funding_this_award,prime_awardee_duns,prime_awardee_uei,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_duns,prime_awardee_parent_uei,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_county_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_description,prime_award_project_title,prime_award_naics_code,prime_award_naics_description,prime_award_national_interest_action_code,prime_award_national_interest_action,subaward_type,subaward_fsrs_report_id,subaward_fsrs_report_year,subaward_fsrs_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_name,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount,usaspending_permalink,subaward_fsrs_report_last_modified_date,state,id,_merge,subaward_description_list
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.0,,,,2016-10-31,2017.0,2021-09-15,2021.0,2016-10-31,2022-03-31,2022-03-31,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573.0,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142.0,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367.0,3.0,,,"15090 Tucson, AZ",AZ,Arizona,857569367.0,3.0,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,9cc566b9e1dd74484ffd626aba55c80e,2020.0,10.0,4201463579,2356023.0,2017-03-29,2017.0,39119057.0,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,EBA&D,58509654.0,"Ensign-Bickford Industries, Inc.",USA,UNITED STATES,640 HOPMEADOW ST,SIMSBURY,CT,Connecticut,60702420.0,5.0,,"For-Profit Organization,Manufacturer of Goods",,SIMSBURY,CT,Connecticut,60702420.0,05,USA,UNITED STATES,"Detonator&Initiator, NRE - Engineering, NRE - Other, NRE - Qualification, S&A Devices.",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2020-11-17 10:56:12+00,Connecticut,9,both,S&ADevices
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.0,,,,2016-10-31,2017.0,2021-09-15,2021.0,2016-10-31,2022-03-31,2022-03-31,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97.0,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F1TBAX,AFRL RW,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573.0,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1339159.0,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367.0,3.0,,,Tucson,AZ,Arizona,857566100.0,2.0,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,3113bab7e9e914995348650434b4ae6a,2019.0,3.0,4201463579,2328936.0,2017-02-23,2017.0,39119057.0,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,EBA&D,58509654.0,"Ensign-Bickford Industries, Inc.",USA,UNITED STATES,640 HOPMEADOW ST,SIMSBURY,CT,Connecticut,60702420.0,5.0,,"For-Profit Organization,Manufacturer of Goods",,SIMSBURY,CT,Connecticut,60702420.0,05,USA,UNITED STATES,Firm Fixed Price,Brendan M Walsh,616333.0,Steven L Perkins,528682.0,Daniel  Link,352343.0,JASON  SMITH,298144.0,mERYL  MALLERY,290615.0,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2019-04-02 20:24:02+00,Connecticut,9,both,FirmFixedPrice
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.0,,,,2016-10-31,2017.0,2021-09-15,2021.0,2016-10-31,2022-03-31,2022-03-31,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97.0,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F4FRQH,AFRL RQH         HIGH SPEED SYS DIV,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573.0,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1339159.0,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367.0,3.0,,,TUCSON,AZ,Arizona,857566100.0,2.0,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,1ab3d0998d826d68ea2c956fb1bf989f,2017.0,5.0,4201463579,1919219.0,2017-02-23,2017.0,39119057.0,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,EBA&D,58509654.0,"ENSIGN-BICKFORD INDUSTRIES, INC.",USA,UNITED STATES,640 HOPMEADOW ST,SIMSBURY,CT,Connecticut,60702420.0,5.0,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,SIMSBURY,CT,Connecticut,60702420.0,05,USA,UNITED STATES,Firm Fixed Price,Brendan M Walsh,477826.0,Steven L Perkins,428276.0,Daniel  Link,326637.0,Gen O Defelice,301321.0,Doug  Peterczak,255159.0,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2017-06-29 19:58:55+00,Connecticut,9,both,FirmFixedPrice
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.0,,,,2016-10-31,2017.0,2021-09-15,2021.0,2016-10-31,2022-03-31,2022-03-31,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97.0,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F4FRQH,AFRL RQH         HIGH SPEED SYS DIV,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573.0,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1339159.0,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367.0,3.0,,,Tucson,AZ,Arizona,857566100.0,2.0,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,13ffd69aa30a9e255129fa1ff785ecd6,2017.0,3.0,4201463579,486590.0,2017-02-23,2017.0,39119057.0,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,EBA&D,58509654.0,"ENSIGN-BICKFORD INDUSTRIES, INC.",USA,UNITED STATES,640 HOPMEADOW ST,SIMSBURY,CT,Connecticut,60702420.0,5.0,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,SIMSBURY,CT,Connecticut,60702420.0,05,USA,UNITED STATES,Firm Fixed Price,Brendan M Walsh,477826.0,Steven L Perkins,428276.0,Daniel  Link,326637.0,Gen O Defelice,301321.0,Doug  Peterczak,255159.0,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2017-04-27 14:28:08+00,Connecticut,9,both,FirmFixedPrice
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.0,,,,2016-10-31,2017.0,2021-09-15,2021.0,2016-10-31,2022-03-31,2022-03-31,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573.0,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1339159.0,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367.0,3.0,,,Tucson,AZ,Arizona,857566100.0,2.0,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,f2e89b75312c1ecb90729fd00edcd5d8,2017.0,12.0,4201463579,323145.0,2017-02-23,2017.0,39119057.0,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,EBA&D,58509654.0,"Ensign-Bickford Industries, Inc.",USA,UNITED STATES,640 HOPMEADOW ST,SIMSBURY,CT,Connecticut,60702420.0,5.0,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,SIMSBURY,CT,Connecticut,60702420.0,05,USA,UNITED STATES,Firm Fixed Price,Brendan M Walsh,477826.0,Steven L Perkins,428276.0,Daniel  Link,326637.0,Gen O Defelice,301321.0,Doug  Peterczak,255159.0,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2018-01-23 19:06:21+00,Connecticut,9,both,FirmFixedPrice
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.0,,,,2016-10-31,2017.0,2021-09-15,2021.0,2016-10-31,2022-03-31,2022-03-31,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573.0,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1339159.0,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367.0,3.0,,,Tucson,AZ,Arizona,857566100.0,2.0,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,8a060156205515e8ffdd6d97796735d6,2017.0,8.0,4201463579,229838.0,2017-02-23,2017.0,39119057.0,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,EBA&D,58509654.0,"ENSIGN-BICKFORD INDUSTRIES, INC.",USA,UNITED STATES,640 HOPMEADOW ST,SIMSBURY,CT,Connecticut,60702420.0,5.0,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,SIMSBURY,CT,Connecticut,60702420.0,05,USA,UNITED STATES,Firm Fixed Price,Brendan M Walsh,477826.0,Steven L Perkins,428276.0,Daniel  Link,326637.0,Gen O Defelice,301321.0,Doug  Peterczak,255159.0,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2017-09-27 14:39:26+00,Connecticut,9,both,FirmFixedPrice
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.0,,,,2016-10-31,2017.0,2021-09-15,2021.0,2016-10-31,2022-03-31,2022-03-31,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573.0,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142.0,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367.0,3.0,,"For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",AZ,Arizona,857569367.0,3.0,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,3969f7c16051e43a4663fc4a20da4d12,2021.0,10.0,4202070438,2176384.0,2019-10-09,2020.0,3087715.0,ALLIANT TECHSYSTEMS OPERATIONS LLC,,967356127.0,NORTHROP GRUMMAN CORPORATION,USA,UNITED STATES,210 STATE RTE 956,ROCKET CENTER,WV,West Virginia,267269219.0,1.0,,"For-Profit Organization,Manufacturer of Goods",,ROCKET CENTER,WV,West Virginia,267269219.0,01,USA,UNITED STATES,NRE - Other.,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2021-11-16 13:35:00+00,West Virginia,54,both,NRE-Other
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.0,,,,2016-10-31,2017.0,2021-09-15,2021.0,2016-10-31,2022-03-31,2022-03-31,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573.0,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142.0,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367.0,3.0,,,"15090 Tucson, AZ",AZ,Arizona,857569367.0,3.0,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,9cc566b9e1dd74484ffd626aba55c80e,2020.0,10.0,4202070438,2148728.0,2019-10-09,2020.0,3087715.0,ALLIANT TECHSYSTEMS OPERATIONS LLC,,967356127.0,NORTHROP GRUMMAN CORPORATION,USA,UNITED STATES,210 STATE RTE 956,ROCKET CENTER,WV,West Virginia,267269219.0,1.0,,"For-Profit Organization,Manufacturer of Goods",,ROCKET CENTER,WV,West Virginia,267269219.0,01,USA,UNITED STATES,NRE - Other.,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2020-11-17 10:56:12+00,West Virginia,54,both,NRE-Other
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.0,,,,2016-10-31,2017.0,2021-09-15,2021.0,2016-10-31,2022-03-31,2022-03-31,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573.0,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1339159.0,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367.0,3.0,,,Tucson,AZ,Arizona,857566100.0,2.0,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,8a060156205515e8ffdd6d97796735d6,2017.0,8.0,4201562341,1997588.0,2017-08-11,2017.0,139119536.0,"AEROJET ROCKETDYNE, INC.",,1316330.0,"AEROJET ROCKETDYNE HOLDINGS, INC.",USA,UNITED STATES,8050 PINEY BRANCH LN BLDG 450,BRISTOW,VA,Virginia,201361152.0,11.0,,"For-Profit Organization,Manufacturer of Goods",,BRISTOW,VA,Virginia,201361152.0,11,USA,UNITED STATES,Cost Plus Fixed Fee,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2017-09-27 14:39:26+00,Virginia,51,both,CostPlusFixedFee
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.0,,,,2016-10-31,2017.0,2021-09-15,2021.0,2016-10-31,2022-03-31,2022-03-31,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573.0,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142.0,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367.0,3.0,,,"15090 Tucson, AZ",AZ,Arizona,857569367.0,3.0,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,9cc566b9e1dd74484ffd626aba55c80e,2020.0,10.0,4201562341,1935479.0,2017-08-24,2017.0,139119536.0,"AEROJET ROCKETDYNE, INC.",,1316330.0,"AEROJET ROCKETDYNE HOLDINGS, INC.",USA,UNITED STATES,7499 PINE STAKE RD,CULPEPER,VA,Virginia,227018963.0,7.0,,"For-Profit Organization,Manufacturer of Goods",,CULPEPER,VA,Virginia,227018963.0,07,USA,UNITED STATES,"FinsWings&Boattails, NRE - Other, Pyrotechnic Fuses, Rocket Motors.",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2020-11-17 10:56:12+00,Virginia,51,both,FinsWings&Boattails
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.0,,,,2016-10-31,2017.0,2021-09-15,2021.0,2016-10-31,2022-03-31,2022-03-31,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97.0,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573.0,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142.0,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367.0,3.0,,,"15090 Tucson, AZ",AZ,Arizona,857569367.0,3.0,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,9cc566b9e1dd74484ffd626aba55c80e,2020.0,10.0,4201562341,1935479.0,2017-08-24,2017.0,139119536.0,"AEROJET ROCKETDYNE, INC.",,1316330.0,"AEROJET ROCKETDYNE HOLDINGS, INC.",USA,UNITED STATES,7499 PINE STAKE RD,CULPEPER,VA,Virginia,227018963.0,7.0,,"For-Profit Organization,Manufacturer of Goods",,CULPEPER,VA,Virginia,227018963.0,07,USA,UNITED STATES,"FinsWings&Boattails, NRE - Other, Pyrotechnic Fuses, Rocket Motors.",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2020-11-17 10:56:12+00,Virginia,51,both,NRE-Other
